"purchase_id","Model","Price","Engine_Power","Transmission","Fuel_Type","Num_Additional_Options"
4317,"Oka",2350000,107,"AT","Diesel",2
4318,"21099",1900000,122,"MT","Petrol",1
4319,"Kalina",1750000,147,"MT","Petrol",1
4320,"2107",1250000,87,"MT","Petrol",1
4321,"2107",2400000,147,"AT","Petrol",5
4322,"XRay",2150000,122,"AT","Petrol",0
4323,"2113",2400000,97,"AT","Petrol",1
4324,"Priora",3150000,107,"AT","Petrol",1
4325,"Niva Legend",2350000,107,"AT","Petrol",1
4326,"Kalina",2650000,102,"MT","Petrol",1
4327,"2109",2050000,142,"MT","Petrol",3
4328,"2114",2750000,147,"MT","Petrol",1
4329,"2112",2650000,117,"MT","Petrol",0
4330,"Largus",2800000,107,"MT","Petrol",2
4331,"Niva Legend",3050000,102,"AT","Petrol",4
4332,"Vesta",1050000,132,"AT","Diesel",0
4333,"Niva Legend",2250000,132,"MT","Petrol",2
4334,"Vesta",2600000,117,"AT","Diesel",0
4335,"2110",2650000,117,"MT","Petrol",4
4336,"Riva",1850000,137,"MT","Petrol",1
4337,"Largus",2e+06,142,"MT","Petrol",0
4338,"2113",3150000,112,"MT","Petrol",3
4339,"2107",1100000,132,"MT","Petrol",1
4340,"Kalina",1150000,127,"MT","Petrol",2
4341,"Vesta",8e+05,127,"AT","Petrol",1
4342,"Granta",8e+05,137,"MT","Petrol",1
4343,"2115",2900000,92,"MT","Petrol",3
4344,"Priora",1050000,107,"MT","Petrol",3
4345,"Kalina",2950000,132,"MT","Petrol",2
4346,"21099",850000,142,"MT","Petrol",0
4347,"2107",750000,92,"AT","Petrol",4
4348,"XRay",2900000,147,"MT","Petrol",3
4349,"2115",1200000,112,"AT","Petrol",1
4350,"Niva Legend",3100000,102,"AT","Petrol",1
4351,"2113",1050000,127,"MT","Petrol",0
4352,"2107",1150000,87,"AT","Petrol",2
4353,"Oka",3050000,137,"MT","Petrol",2
4354,"21099",3050000,97,"AT","Petrol",4
4355,"2111",1600000,147,"AT","Petrol",5
4356,"2115",1450000,102,"MT","Diesel",2
4357,"2113",9e+05,142,"MT","Petrol",1
4358,"Oka",2550000,87,"AT","Petrol",1
4359,"2112",9e+05,97,"MT","Petrol",0
4360,"21099",1400000,117,"AT","Petrol",2
4361,"2109",1700000,137,"MT","Petrol",1
4362,"Riva",2950000,112,"AT","Petrol",1
4363,"2114",1200000,87,"MT","Petrol",1
4364,"Kalina",2350000,122,"MT","Petrol",2
4365,"2109",1500000,122,"MT","Petrol",1
4366,"Samara",1150000,137,"MT","Diesel",1
4367,"Oka",2150000,132,"AT","Petrol",1
4368,"Niva Travel",2e+06,142,"MT","Diesel",2
4369,"Niva Travel",1600000,92,"MT","Petrol",0
4370,"2109",1550000,92,"MT","Petrol",1
4371,"XRay",2300000,122,"AT","Petrol",0
4372,"Samara",2200000,92,"AT","Diesel",3
4373,"2113",1150000,97,"AT","Petrol",1
4374,"Priora",2250000,97,"AT","Petrol",0
4375,"2112",3050000,122,"MT","Petrol",0
4376,"Granta",1600000,102,"MT","Petrol",0
4377,"Oka",2750000,97,"MT","Petrol",1
4378,"2109",8e+05,112,"AT","Petrol",1
4379,"Niva Travel",3100000,137,"MT","Petrol",0
4380,"Priora",1350000,127,"MT","Petrol",2
4381,"Largus",1e+06,117,"AT","Petrol",0
4382,"Niva Legend",3200000,117,"MT","Petrol",3
4383,"Granta",3100000,127,"MT","Petrol",4
4384,"2109",8e+05,87,"AT","Petrol",3
4385,"Samara",2350000,87,"AT","Petrol",1
4386,"21099",1700000,132,"AT","Petrol",0
4387,"2113",1450000,132,"MT","Petrol",0
4388,"2115",1850000,147,"AT","Petrol",3
4389,"Largus",2150000,102,"MT","Petrol",2
4390,"Priora",9e+05,107,"AT","Diesel",0
4391,"Niva Legend",1300000,122,"MT","Petrol",1
4392,"21099",1750000,102,"MT","Petrol",1
4393,"Kalina",2750000,122,"MT","Petrol",4
4394,"Vesta",3e+06,127,"MT","Petrol",0
4395,"2109",1950000,102,"MT","Petrol",0
4396,"2113",1550000,122,"MT","Petrol",1
4397,"Granta",2550000,137,"MT","Petrol",0
4398,"2110",1750000,127,"AT","Petrol",1
4399,"2113",2e+06,127,"MT","Petrol",1
4400,"Samara",3050000,117,"MT","Petrol",1
4401,"2111",2200000,117,"AT","Petrol",5
4402,"Largus",2300000,147,"AT","Petrol",1
4403,"Riva",1250000,102,"MT","Petrol",4
4404,"2109",3150000,112,"MT","Petrol",4
4405,"Granta",1750000,92,"MT","Petrol",1
4406,"21099",1950000,92,"MT","Petrol",0
4407,"Riva",1250000,107,"MT","Petrol",0
4408,"XRay",1950000,102,"MT","Diesel",0
4409,"Samara",7e+05,127,"MT","Petrol",1
4410,"Niva Travel",1900000,87,"MT","Petrol",0
4411,"Oka",2400000,107,"AT","Petrol",2
4412,"2111",8e+05,97,"AT","Petrol",5
4413,"2109",2700000,132,"MT","Petrol",1
4414,"Granta",2800000,127,"AT","Petrol",1
4415,"2113",2100000,117,"MT","Petrol",1
4416,"2109",2950000,127,"AT","Petrol",0
4417,"2109",2800000,97,"MT","Petrol",0
4418,"21099",2650000,142,"MT","Diesel",4
4419,"Vesta",2750000,107,"AT","Petrol",1
4420,"2110",850000,107,"MT","Petrol",3
4421,"XRay",2350000,87,"MT","Petrol",1
4422,"2109",1100000,112,"MT","Petrol",4
4423,"2112",8e+05,112,"MT","Diesel",0
4424,"Vesta",1800000,87,"MT","Petrol",1
4425,"Niva Travel",2100000,117,"MT","Petrol",1
4426,"Oka",2500000,102,"MT","Petrol",1
4427,"XRay",1600000,147,"MT","Petrol",2
4428,"Granta",1200000,87,"MT","Petrol",1
4429,"2109",1e+06,127,"MT","Petrol",4
4430,"Largus",850000,147,"MT","Diesel",3
4431,"Samara",2750000,107,"MT","Petrol",1
4432,"21099",950000,97,"AT","Petrol",2
4433,"Vesta",2150000,107,"MT","Petrol",1
4434,"21099",3e+06,122,"MT","Petrol",1
4435,"2113",1200000,97,"MT","Petrol",1
4436,"2109",2400000,97,"MT","Petrol",1
4437,"Kalina",2250000,117,"MT","Petrol",1
4438,"Kalina",3150000,87,"MT","Petrol",2
4439,"Vesta",1550000,132,"AT","Diesel",1
4440,"Priora",2700000,107,"MT","Petrol",1
4441,"21099",2600000,92,"MT","Petrol",3
4442,"Largus",1900000,87,"AT","Petrol",1
4443,"XRay",3100000,137,"MT","Petrol",0
4444,"Kalina",1300000,142,"MT","Petrol",4
4445,"Priora",9e+05,97,"AT","Petrol",3
4446,"Niva Travel",2350000,97,"MT","Petrol",0
4447,"21099",1500000,117,"MT","Diesel",2
4448,"Niva Travel",1850000,87,"AT","Petrol",2
4449,"Granta",2450000,107,"MT","Petrol",0
4450,"Oka",2950000,97,"AT","Petrol",4
4451,"2114",2500000,122,"MT","Petrol",0
4452,"Samara",2950000,112,"AT","Petrol",1
4453,"2111",950000,137,"MT","Petrol",4
4454,"2110",2250000,132,"MT","Diesel",0
4455,"Oka",2100000,97,"MT","Diesel",1
4456,"2107",2300000,102,"MT","Petrol",0
4457,"XRay",3200000,87,"AT","Petrol",2
4458,"2109",2800000,97,"MT","Petrol",5
4459,"21099",2e+06,147,"MT","Petrol",3
4460,"Largus",3150000,92,"MT","Petrol",2
4461,"2109",1500000,97,"MT","Petrol",1
4462,"XRay",2500000,97,"MT","Petrol",1
4463,"Priora",2500000,107,"AT","Petrol",2
4464,"21099",1600000,117,"MT","Petrol",1
4465,"2115",1200000,87,"AT","Petrol",0
4466,"Niva Travel",2750000,122,"MT","Petrol",0
4467,"Granta",1450000,97,"MT","Petrol",1
4468,"Kalina",1050000,132,"MT","Petrol",3
4469,"Samara",1700000,132,"AT","Petrol",1
4470,"Oka",950000,107,"MT","Petrol",3
4471,"Priora",2100000,137,"AT","Petrol",1
4472,"2112",1e+06,127,"MT","Petrol",3
4473,"2107",2250000,87,"MT","Petrol",3
4474,"Priora",3e+06,107,"MT","Petrol",2
4475,"Niva Travel",850000,117,"MT","Petrol",1
4476,"21099",1400000,137,"MT","Petrol",1
4477,"2113",1200000,132,"AT","Petrol",1
4478,"Largus",2400000,142,"MT","Petrol",1
4479,"2115",850000,142,"MT","Petrol",2
4480,"Riva",3150000,92,"MT","Petrol",2
4481,"Niva Legend",2550000,122,"MT","Petrol",3
4482,"Granta",2050000,97,"MT","Petrol",2
4483,"2111",9e+05,97,"MT","Diesel",2
4484,"Riva",1250000,117,"AT","Petrol",4
4485,"2109",1650000,142,"AT","Petrol",1
4486,"Priora",1850000,92,"AT","Petrol",2
4487,"2115",8e+05,92,"MT","Petrol",4
4488,"2112",2050000,87,"MT","Petrol",0
4489,"2111",2400000,102,"MT","Petrol",0
4490,"2114",2750000,137,"MT","Petrol",2
4491,"2110",1950000,92,"MT","Petrol",0
4492,"Priora",2950000,107,"MT","Petrol",3
4493,"2112",1250000,112,"MT","Petrol",2
4494,"Oka",3050000,147,"AT","Petrol",1
4495,"Kalina",1900000,112,"MT","Petrol",2
4496,"2110",8e+05,87,"AT","Petrol",3
4497,"Granta",3150000,122,"MT","Petrol",3
4498,"2107",2350000,117,"MT","Petrol",1
4499,"2107",1250000,122,"AT","Petrol",1
4500,"2114",2300000,137,"MT","Petrol",1
4501,"2114",1700000,117,"AT","Petrol",1
4502,"XRay",2750000,92,"AT","Petrol",0
4503,"2111",3150000,122,"MT","Petrol",2
4504,"Oka",2850000,97,"MT","Petrol",2
4505,"2109",3050000,142,"MT","Diesel",1
4506,"Largus",1450000,132,"MT","Petrol",1
4507,"2110",1450000,107,"MT","Petrol",1
4508,"Riva",3200000,142,"MT","Diesel",3
4509,"2115",1600000,102,"MT","Petrol",4
4510,"2111",2650000,87,"AT","Diesel",5
4511,"Niva Travel",1350000,122,"AT","Petrol",2
4512,"2115",7e+05,112,"AT","Petrol",1
4513,"Vesta",1300000,87,"MT","Petrol",2
4514,"Niva Travel",1850000,132,"AT","Petrol",0
4515,"Riva",7e+05,137,"AT","Petrol",1
4516,"Vesta",1100000,122,"MT","Petrol",0
4517,"Kalina",1750000,87,"MT","Petrol",0
4518,"Vesta",1600000,107,"MT","Petrol",1
4519,"Granta",9e+05,117,"MT","Petrol",2
4520,"2113",2150000,102,"MT","Petrol",1
4521,"Samara",1350000,127,"MT","Petrol",0
4522,"Riva",2450000,127,"MT","Petrol",2
4523,"2113",1700000,137,"MT","Petrol",0
4524,"Riva",2850000,147,"AT","Petrol",2
4525,"Niva Travel",1700000,107,"AT","Diesel",5
4526,"Niva Legend",9e+05,132,"MT","Petrol",1
4527,"Riva",1050000,92,"AT","Petrol",1
4528,"2114",1850000,122,"AT","Petrol",1
4529,"Vesta",2650000,87,"MT","Petrol",1
4530,"Largus",2e+06,117,"AT","Petrol",1
4531,"Samara",1200000,102,"MT","Petrol",1
4532,"2109",7e+05,87,"AT","Diesel",2
4533,"2114",2900000,142,"MT","Petrol",1
4534,"Granta",3200000,87,"MT","Petrol",0
4535,"2115",2850000,122,"AT","Petrol",2
4536,"Largus",1800000,112,"MT","Diesel",1
4537,"Largus",1250000,102,"MT","Petrol",2
4538,"Riva",1350000,132,"MT","Petrol",1
4539,"Niva Legend",1300000,117,"MT","Petrol",1
4540,"Vesta",3200000,107,"MT","Petrol",1
4541,"2114",3050000,92,"AT","Petrol",3
4542,"2107",2350000,92,"AT","Petrol",0
4543,"Samara",1350000,132,"AT","Diesel",1
4544,"2114",1600000,97,"MT","Petrol",1
4545,"2110",1350000,102,"MT","Petrol",0
4546,"2109",2750000,132,"MT","Petrol",2
4547,"Kalina",3e+06,142,"MT","Petrol",1
4548,"Niva Legend",1900000,137,"AT","Petrol",0
4549,"2112",1100000,97,"MT","Petrol",1
4550,"Priora",2150000,107,"MT","Petrol",2
4551,"2111",1750000,117,"MT","Petrol",5
4552,"Riva",2550000,97,"AT","Petrol",3
4553,"Riva",1250000,112,"MT","Petrol",1
4554,"2114",2050000,87,"AT","Petrol",3
4555,"2107",3e+06,122,"AT","Diesel",3
4556,"Kalina",1200000,122,"MT","Petrol",3
4557,"Niva Legend",3150000,147,"AT","Petrol",3
4558,"Priora",2950000,102,"AT","Petrol",0
4559,"Niva Travel",1050000,132,"MT","Petrol",4
4560,"2107",2600000,107,"MT","Petrol",3
4561,"2107",1250000,127,"MT","Petrol",1
4562,"Priora",3200000,127,"MT","Petrol",2
4563,"Niva Legend",2650000,97,"MT","Diesel",0
4564,"XRay",3050000,102,"MT","Petrol",3
4565,"Granta",2300000,112,"AT","Petrol",0
4566,"Oka",2950000,127,"MT","Petrol",1
4567,"Oka",1400000,97,"AT","Diesel",5
4568,"Largus",2600000,132,"AT","Petrol",2
4569,"Priora",2350000,112,"AT","Petrol",1
4570,"2112",1150000,147,"MT","Petrol",2
4571,"Granta",2e+06,142,"MT","Petrol",4
4572,"21099",850000,132,"MT","Petrol",3
4573,"Granta",850000,122,"MT","Diesel",2
4574,"2114",3e+06,127,"AT","Petrol",2
4575,"2109",1550000,92,"MT","Petrol",4
4576,"Niva Travel",3100000,97,"AT","Petrol",0
4577,"Riva",2450000,137,"AT","Petrol",0
4578,"Largus",2750000,117,"AT","Petrol",0
4579,"2111",1050000,107,"MT","Petrol",4
4580,"2113",1450000,132,"AT","Petrol",1
4581,"2113",2750000,127,"MT","Diesel",0
4582,"Priora",2150000,87,"AT","Petrol",1
4583,"2115",1900000,132,"AT","Diesel",2
4584,"2112",1900000,142,"MT","Petrol",1
4585,"Oka",2900000,107,"MT","Diesel",1
4586,"XRay",3e+06,87,"MT","Petrol",5
4587,"Riva",2700000,117,"MT","Diesel",4
4588,"Niva Travel",3e+06,87,"AT","Diesel",2
4589,"Kalina",1900000,132,"MT","Petrol",1
4590,"2110",2600000,132,"AT","Petrol",3
4591,"Oka",1400000,117,"AT","Petrol",2
4592,"2110",1600000,107,"MT","Petrol",2
4593,"21099",1650000,132,"MT","Petrol",1
4594,"Priora",2050000,122,"MT","Petrol",1
4595,"XRay",3150000,132,"MT","Petrol",0
4596,"Vesta",1050000,137,"AT","Petrol",0
4597,"2107",2950000,122,"AT","Petrol",2
4598,"Niva Travel",1550000,97,"AT","Petrol",5
4599,"Samara",8e+05,107,"MT","Petrol",2
4600,"Oka",850000,137,"AT","Diesel",1
4601,"2113",3150000,117,"MT","Petrol",1
4602,"Niva Legend",1750000,102,"MT","Petrol",1
4603,"2113",2850000,107,"MT","Petrol",3
4604,"Riva",2150000,117,"MT","Petrol",3
4605,"2109",1200000,112,"MT","Diesel",4
4606,"2115",2500000,132,"AT","Diesel",4
4607,"2115",1750000,132,"MT","Petrol",2
4608,"2115",1100000,137,"MT","Petrol",2
4609,"2112",2500000,122,"AT","Petrol",2
4610,"2113",1e+06,122,"MT","Petrol",1
4611,"Samara",2950000,97,"AT","Petrol",2
4612,"Riva",1250000,142,"MT","Petrol",1
4613,"Granta",9e+05,102,"MT","Petrol",0
4614,"2107",2e+06,112,"MT","Diesel",3
4615,"2109",1950000,117,"AT","Diesel",2
4616,"Kalina",2700000,107,"AT","Petrol",3
4617,"2111",1700000,147,"MT","Petrol",1
4618,"2115",2850000,147,"MT","Diesel",5
4619,"Samara",2950000,127,"MT","Petrol",0
4620,"Vesta",1e+06,92,"MT","Diesel",1
4621,"2107",1500000,122,"AT","Petrol",0
4622,"2111",2750000,142,"AT","Petrol",0
4623,"XRay",1500000,107,"MT","Petrol",1
4624,"Oka",1850000,147,"MT","Diesel",0
4625,"Samara",1250000,127,"MT","Petrol",4
4626,"2107",1400000,102,"MT","Petrol",2
4627,"Oka",2750000,132,"AT","Petrol",0
4628,"Riva",2200000,137,"MT","Petrol",1
4629,"2107",1650000,127,"MT","Petrol",5
4630,"2112",1650000,137,"MT","Petrol",5
4631,"2109",3e+06,142,"MT","Petrol",2
4632,"2110",750000,142,"MT","Petrol",0
4633,"XRay",2750000,117,"AT","Petrol",0
4634,"2111",2200000,117,"MT","Diesel",0
4635,"Niva Travel",1200000,137,"AT","Diesel",0
4636,"Largus",1250000,132,"MT","Petrol",3
4637,"2114",1400000,132,"AT","Petrol",0
4638,"2111",1600000,107,"MT","Petrol",0
4639,"2112",2850000,122,"MT","Petrol",0
4640,"2111",7e+05,117,"MT","Diesel",3
4641,"Niva Legend",1300000,97,"AT","Petrol",1
4642,"Niva Travel",3050000,137,"MT","Petrol",5
4643,"Kalina",850000,102,"MT","Petrol",2
4644,"Riva",2e+06,87,"AT","Petrol",2
4645,"2112",1050000,112,"MT","Petrol",2
4646,"Niva Legend",2e+06,122,"AT","Petrol",2
4647,"Kalina",2500000,112,"MT","Petrol",1
4648,"Niva Legend",7e+05,147,"AT","Petrol",1
4649,"XRay",3100000,87,"AT","Petrol",2
4650,"2115",1050000,92,"MT","Petrol",2
4651,"Granta",2500000,132,"AT","Petrol",2
4652,"Priora",750000,132,"AT","Petrol",2
4653,"2112",1750000,87,"MT","Petrol",3
4654,"Samara",2450000,107,"MT","Petrol",0
4655,"2112",2800000,137,"MT","Petrol",3
4656,"Niva Legend",1800000,92,"MT","Petrol",2
4657,"2112",1500000,142,"MT","Petrol",0
4658,"Vesta",3100000,122,"MT","Petrol",3
4659,"Oka",3e+06,117,"MT","Petrol",1
4660,"Samara",1150000,97,"MT","Petrol",2
4661,"21099",2400000,127,"MT","Petrol",1
4662,"2112",2750000,132,"MT","Diesel",1
4663,"2113",1550000,142,"AT","Petrol",0
4664,"2111",850000,92,"MT","Petrol",0
4665,"Priora",1200000,132,"MT","Petrol",0
4666,"Granta",2750000,142,"MT","Petrol",2
4667,"Niva Legend",1e+06,132,"AT","Petrol",5
4668,"Riva",2750000,117,"MT","Petrol",2
4669,"Riva",2500000,117,"MT","Petrol",2
4670,"Niva Legend",3e+06,97,"MT","Petrol",0
4671,"Riva",750000,132,"MT","Petrol",2
4672,"Oka",3050000,92,"AT","Petrol",1
4673,"Riva",1850000,132,"MT","Diesel",3
4674,"Granta",1150000,102,"MT","Petrol",1
4675,"2113",2600000,147,"AT","Diesel",2
4676,"2112",1550000,132,"MT","Petrol",0
4677,"2111",3050000,87,"AT","Petrol",3
4678,"2112",2600000,92,"MT","Petrol",3
4679,"Granta",750000,92,"AT","Diesel",5
4680,"Vesta",3150000,122,"MT","Petrol",2
4681,"2113",2500000,122,"AT","Diesel",1
4682,"Riva",2400000,147,"MT","Petrol",1
4683,"2107",2100000,142,"MT","Petrol",3
4684,"XRay",1550000,107,"MT","Petrol",2
4685,"2107",1950000,137,"MT","Petrol",3
4686,"Vesta",1e+06,102,"AT","Petrol",2
4687,"Vesta",1700000,127,"AT","Petrol",3
4688,"Largus",1700000,92,"MT","Petrol",3
4689,"XRay",2850000,97,"MT","Diesel",2
4690,"Kalina",2800000,112,"MT","Petrol",1
4691,"Vesta",1050000,112,"MT","Petrol",1
4692,"2113",1700000,117,"MT","Petrol",0
4693,"2109",1150000,92,"AT","Petrol",1
4694,"Niva Travel",1650000,112,"MT","Petrol",0
4695,"XRay",2500000,147,"MT","Petrol",3
4696,"Samara",2750000,107,"MT","Petrol",3
4697,"Riva",950000,137,"MT","Petrol",4
4698,"2110",1650000,97,"AT","Petrol",3
4699,"2110",2400000,102,"AT","Petrol",1
4700,"21099",3050000,92,"MT","Petrol",2
4701,"2115",1850000,92,"AT","Petrol",2
4702,"Kalina",2800000,102,"MT","Petrol",2
4703,"2115",1800000,102,"MT","Petrol",4
4704,"2113",9e+05,107,"MT","Petrol",1
4705,"XRay",2400000,112,"MT","Petrol",3
4706,"2109",7e+05,112,"MT","Diesel",3
4707,"Riva",1e+06,137,"AT","Petrol",3
4708,"Largus",2450000,97,"MT","Petrol",2
4709,"2112",1250000,127,"AT","Petrol",0
4710,"Priora",1100000,102,"AT","Petrol",3
4711,"2107",2850000,122,"MT","Petrol",1
4712,"2113",1450000,132,"AT","Petrol",0
4713,"Riva",750000,97,"MT","Petrol",3
4714,"Niva Travel",850000,132,"AT","Petrol",2
4715,"Oka",2650000,147,"MT","Petrol",1
4716,"Largus",1950000,127,"AT","Petrol",2
4717,"2107",750000,107,"MT","Petrol",0
4718,"2111",2850000,112,"AT","Petrol",4
4719,"2114",2500000,87,"MT","Petrol",2
4720,"Niva Travel",2700000,97,"MT","Diesel",1
4721,"2111",2600000,127,"MT","Petrol",0
4722,"Niva Travel",3050000,117,"AT","Petrol",4
4723,"2110",1500000,137,"MT","Petrol",3
4724,"2113",2050000,117,"AT","Petrol",1
4725,"2107",1550000,127,"AT","Petrol",2
4726,"2107",2700000,132,"AT","Petrol",0
4727,"Vesta",1300000,127,"MT","Petrol",0
4728,"Riva",1e+06,102,"MT","Petrol",1
4729,"2109",1900000,92,"AT","Petrol",2
4730,"Priora",1050000,137,"MT","Petrol",3
4731,"Granta",8e+05,107,"AT","Petrol",1
4732,"Priora",1550000,127,"MT","Petrol",1
4733,"2111",2300000,137,"MT","Petrol",0
4734,"2109",1150000,107,"MT","Petrol",2
4735,"Priora",8e+05,132,"MT","Petrol",1
4736,"2107",2300000,132,"MT","Diesel",0
4737,"Samara",7e+05,97,"MT","Petrol",4
4738,"XRay",1150000,147,"MT","Petrol",2
4739,"Niva Travel",2600000,107,"AT","Petrol",2
4740,"21099",2300000,117,"MT","Petrol",2
4741,"2112",3e+06,122,"MT","Petrol",0
4742,"Oka",2850000,107,"MT","Petrol",2
4743,"Granta",9e+05,122,"AT","Petrol",1
4744,"2109",2450000,87,"MT","Petrol",2
4745,"2112",1850000,102,"MT","Petrol",0
4746,"Riva",2500000,137,"MT","Petrol",3
4747,"Granta",1500000,147,"MT","Petrol",0
4748,"2110",2800000,142,"AT","Petrol",3
4749,"Niva Legend",2850000,112,"MT","Petrol",0
4750,"Niva Travel",9e+05,102,"MT","Petrol",1
4751,"2110",1300000,122,"MT","Petrol",2
4752,"Kalina",3200000,112,"MT","Diesel",3
4753,"2109",2e+06,117,"MT","Diesel",0
4754,"2112",3200000,132,"MT","Petrol",1
4755,"Niva Travel",2800000,132,"AT","Diesel",1
4756,"Riva",2900000,142,"MT","Petrol",4
4757,"Niva Travel",1050000,147,"MT","Petrol",0
4758,"Oka",2050000,142,"MT","Diesel",0
4759,"Granta",2e+06,97,"MT","Petrol",0
4760,"Granta",2900000,127,"AT","Petrol",1
4761,"XRay",950000,137,"MT","Petrol",2
4762,"2112",2650000,87,"MT","Petrol",3
4763,"2111",2200000,147,"MT","Petrol",1
4764,"2113",1e+06,97,"AT","Petrol",3
4765,"Niva Travel",1700000,97,"AT","Petrol",2
4766,"21099",1250000,122,"MT","Petrol",1
4767,"2111",2050000,142,"MT","Petrol",1
4768,"2113",1100000,122,"AT","Diesel",0
4769,"XRay",1700000,142,"AT","Petrol",2
4770,"Niva Travel",2250000,127,"MT","Petrol",0
4771,"Oka",2300000,137,"AT","Petrol",3
4772,"2113",1800000,142,"MT","Petrol",1
4773,"Priora",1650000,132,"AT","Diesel",1
4774,"Granta",3100000,92,"MT","Petrol",1
4775,"2111",3100000,102,"MT","Petrol",1
4776,"Vesta",950000,87,"MT","Petrol",0
4777,"2110",3050000,92,"MT","Petrol",4
4778,"2112",1100000,107,"MT","Petrol",1
4779,"2115",2100000,122,"MT","Petrol",1
4780,"Niva Legend",1200000,117,"MT","Petrol",2
4781,"Niva Legend",1150000,137,"MT","Petrol",0
4782,"2107",1e+06,132,"MT","Petrol",1
4783,"Riva",3200000,122,"MT","Petrol",0
4784,"2110",2e+06,87,"MT","Petrol",1
4785,"2110",2750000,117,"AT","Petrol",2
4786,"2113",1350000,122,"AT","Diesel",2
4787,"2107",3050000,112,"MT","Petrol",1
4788,"Samara",2800000,102,"MT","Petrol",2
4789,"Largus",850000,97,"AT","Petrol",1
4790,"Samara",2750000,132,"AT","Petrol",1
4791,"2113",2300000,87,"MT","Diesel",0
4792,"Riva",1750000,127,"MT","Petrol",2
4793,"Largus",2450000,102,"MT","Diesel",2
4794,"2109",2650000,142,"MT","Petrol",1
4795,"2114",2250000,137,"AT","Petrol",1
4796,"XRay",950000,102,"MT","Petrol",1
4797,"Granta",1600000,102,"MT","Petrol",0
4798,"Niva Travel",2250000,87,"AT","Petrol",2
4799,"Granta",1300000,92,"AT","Petrol",1
4800,"Granta",2700000,137,"MT","Petrol",1
4801,"2109",2150000,147,"AT","Petrol",3
4802,"2111",2550000,137,"MT","Petrol",2
4803,"Samara",2150000,142,"MT","Petrol",3
4804,"Granta",2350000,117,"AT","Petrol",2
4805,"Oka",2200000,142,"MT","Petrol",5
4806,"Samara",850000,107,"MT","Petrol",0
4807,"2113",3e+06,147,"MT","Petrol",1
4808,"2113",1900000,147,"AT","Petrol",5
4809,"Niva Legend",1350000,112,"AT","Petrol",3
4810,"XRay",2800000,92,"AT","Petrol",2
4811,"Niva Legend",1e+06,137,"MT","Petrol",0
4812,"2113",3100000,87,"MT","Petrol",4
4813,"2110",850000,127,"MT","Petrol",2
4814,"Largus",1900000,87,"MT","Petrol",2
4815,"2113",1100000,132,"MT","Petrol",2
4816,"XRay",8e+05,87,"MT","Petrol",1
4817,"2114",3150000,132,"MT","Petrol",0
4818,"Priora",2950000,102,"MT","Petrol",0
4819,"2115",2450000,97,"MT","Petrol",1
4820,"XRay",3200000,142,"MT","Diesel",0
4821,"Samara",2400000,122,"AT","Petrol",1
4822,"2111",1e+06,132,"AT","Petrol",1
4823,"Riva",1200000,92,"MT","Petrol",1
4824,"2107",2400000,102,"AT","Petrol",3
4825,"Niva Travel",1400000,137,"MT","Petrol",2
4826,"2111",2700000,112,"AT","Petrol",1
4827,"Vesta",7e+05,87,"MT","Petrol",1
4828,"Oka",2600000,107,"MT","Petrol",3
4829,"Niva Travel",2350000,132,"AT","Petrol",1
4830,"Largus",3150000,132,"AT","Petrol",2
4831,"2107",2250000,87,"AT","Petrol",5
4832,"Kalina",1400000,97,"MT","Petrol",0
4833,"21099",2300000,102,"MT","Petrol",2
4834,"2107",1650000,122,"MT","Petrol",1
4835,"Oka",1600000,92,"MT","Petrol",3
4836,"Largus",1400000,122,"MT","Petrol",1
4837,"2115",1200000,137,"MT","Petrol",1
4838,"Priora",1850000,107,"MT","Petrol",0
4839,"2107",2500000,112,"MT","Petrol",1
4840,"Samara",2300000,107,"AT","Petrol",4
4841,"Granta",2850000,102,"MT","Petrol",4
4842,"2113",1050000,122,"MT","Petrol",0
4843,"2109",2400000,127,"MT","Petrol",1
4844,"Kalina",2900000,142,"MT","Petrol",2
4845,"2110",2100000,107,"MT","Petrol",2
4846,"Niva Travel",2150000,112,"MT","Petrol",1
4847,"Kalina",1900000,97,"MT","Petrol",4
4848,"2112",2250000,112,"MT","Petrol",1
4849,"2114",2800000,147,"MT","Petrol",0
4850,"Granta",2350000,137,"MT","Petrol",3
4851,"2111",1700000,137,"AT","Petrol",1
4852,"21099",2400000,92,"MT","Petrol",1
4853,"Riva",2750000,137,"AT","Petrol",2
4854,"2115",1400000,137,"AT","Petrol",1
4855,"Vesta",2100000,127,"MT","Petrol",1
4856,"2112",3e+06,112,"MT","Petrol",2
4857,"Largus",1450000,122,"MT","Petrol",0
4858,"Priora",3100000,102,"MT","Petrol",1
4859,"21099",1800000,97,"AT","Petrol",0
4860,"2112",2350000,132,"MT","Petrol",3
4861,"2111",2750000,92,"MT","Petrol",1
4862,"2109",2500000,122,"MT","Petrol",2
4863,"Niva Legend",7e+05,92,"AT","Diesel",2
4864,"Niva Travel",1150000,92,"AT","Petrol",0
4865,"Vesta",3150000,127,"MT","Petrol",2
4866,"Kalina",7e+05,147,"MT","Petrol",0
4867,"2115",3200000,107,"MT","Petrol",0
4868,"2109",1100000,147,"MT","Petrol",5
4869,"Largus",1150000,147,"AT","Petrol",2
4870,"XRay",3100000,87,"AT","Petrol",0
4871,"21099",950000,142,"MT","Petrol",4
4872,"Vesta",1850000,102,"AT","Diesel",0
4873,"Granta",1450000,102,"MT","Petrol",2
